DOUBLES (AABC) — HIT LOG (DATE SORTED) — QUALIFIED FAMILIES ONLY
Each row is one AABC hit in a stream. Member is boxkey4 (sorted digits). fixed_rank is 1–78 family stream rank.
Streams used: 76 (excluded: Maryland | Pick 4 Evening, Maryland | Pick 4 Midday) | Qualified families: 56
--------------------------------------------------------------------------------------------------------------------------------------------
DATE       FAM MEM  STREAM                                   FIX 60H 60/WK  90H 90/WK  180H 180/WK 
2024-06-15 023 0233 Western Canada - Pick 4                   NA 013   1.52 023   1.79  052    2.02
2024-06-15 024 0024 Kentucky - Pick 4 Evening                 NA 015   1.75 024   1.87  052    2.02
2024-06-15 046 0046 Arkansas - Cash 4 Evening                 NA 018   2.10 023   1.79  048    1.87
2024-06-15 056 0566 New York - Win 4 Evening                  NA 016   1.87 024   1.87  052    2.02
2024-06-15 059 0559 Missouri - Pick 4 Midday                  NA 019   2.22 031   2.41  047    1.83
2024-06-15 067 0067 New Jersey - Pick 4 Evening               NA 019   2.22 027   2.10  050    1.94
2024-06-15 129 1299 Texas - Daily 4 Evening                   15 025   2.92 029   2.26  045    1.75
2024-06-15 129 1129 Texas - Daily 4 Night                     09 025   2.92 029   2.26  045    1.75
2024-06-15 145 1145 Wisconsin - Pick 4 Evening                66 014   1.63 026   2.02  049    1.91
2024-06-15 169 1169 Oregon - Pick 4 4pm                       47 018   2.10 031   2.41  056    2.18
2024-06-15 236 2336 Indiana - Daily 4 Evening                 05 018   2.10 029   2.26  047    1.83
2024-06-15 249 2249 Kentucky - Pick 4 Midday                  60 021   2.45 033   2.57  060    2.33
2024-06-15 249 2249 Tennessee - Cash 4 Morning                41 021   2.45 033   2.57  060    2.33
2024-06-15 257 2257 Florida - Pick 4 Evening                  34 012   1.40 021   1.63  052    2.02
2024-06-15 278 2788 New Mexico - Pick 4 Day                   17 028   3.27 037   2.88  057    2.22
2024-06-15 345 3445 Georgia - Cash 4 Night                    24 019   2.22 028   2.18  051    1.98
2024-06-15 489 4489 Illinois - Pick 4 Midday                  07 019   2.22 029   2.26  054    2.10
2024-06-15 679 6679 Connecticut - Play 4 Night                25 017   1.98 031   2.41  046    1.79
2024-06-15 679 6679 South Carolina - Pick 4 Midday            53 017   1.98 031   2.41  046    1.79
2024-06-15 789 7789 Massachusetts - Numbers Game Midday       65 021   2.45 031   2.41  061    2.37
2024-06-16 017 0177 Idaho - Pick 4 Night                      NA 018   2.10 027   2.10  046    1.79
2024-06-16 018 0188 Virginia - Pick 4 Night                   NA 023   2.68 034   2.64  061    2.37
2024-06-16 029 0299 Ohio - Pick 4 Midday                      NA 019   2.22 030   2.33  053    2.06
2024-06-16 056 0556 Oregon - Pick 4 10pm                      NA 016   1.87 024   1.87  052    2.02
2024-06-16 067 0067 North Carolina - Pick 4 Evening           NA 019   2.22 027   2.10  050    1.94
2024-06-16 078 0788 Ontario - Pick 4 Evening                  NA 018   2.10 024   1.87  038    1.48
2024-06-16 129 1129 Michigan - Daily 4 Midday                 41 025   2.92 029   2.26  045    1.75
2024-06-16 238 2388 Ontario - Pick 4 Midday                   10 019   2.22 030   2.33  047    1.83
2024-06-16 249 2449 New York - Win 4 Midday                   12 021   2.45 033   2.57  060    2.33
2024-06-16 279 2799 Connecticut - Play 4 Night                67 020   2.33 025   1.94  043    1.67
2024-06-16 279 2279 Tennessee - Cash 4 Evening                08 020   2.33 025   1.94  043    1.67
2024-06-16 348 3488 Washington, D.C. - DC-4 7:50pm            46 015   1.75 026   2.02  038    1.48
2024-06-16 456 4456 Oregon - Pick 4 4pm                       02 022   2.57 030   2.33  052    2.02
2024-06-17 017 0017 Québec - Quotidienne 4                    NA 018   2.10 027   2.10  046    1.79
2024-06-17 023 0223 New Mexico - Pick 4 Day                   NA 013   1.52 023   1.79  052    2.02
2024-06-17 024 0244 Tennessee - Cash 4 Evening                NA 015   1.75 024   1.87  052    2.02
2024-06-17 038 0038 Delaware - Play 4 Day                     NA 021   2.45 030   2.33  058    2.26
2024-06-17 078 0788 North Carolina - Pick 4 Evening           NA 018   2.10 024   1.87  038    1.48
2024-06-17 236 2336 South Carolina - Pick 4 Evening           05 018   2.10 029   2.26  047    1.83
2024-06-17 238 2238 Connecticut - Play 4 Day                  52 019   2.22 030   2.33  047    1.83
2024-06-17 249 2499 Oregon - Pick 4 1pm                       33 021   2.45 033   2.57  060    2.33
2024-06-17 257 2557 Georgia - Cash 4 Midday                   17 012   1.40 021   1.63  052    2.02
2024-06-17 489 4489 Rhode Island - Numbers Game Evening       44 019   2.22 029   2.26  054    2.10
2024-06-18 018 0118 New Jersey - Pick 4 Evening               NA 023   2.68 034   2.64  061    2.37
2024-06-18 023 0223 New York - Win 4 Midday                   NA 013   1.52 023   1.79  052    2.02
2024-06-18 028 0228 Tri-State (ME, NH & VT) - Pick 4 Day      NA 017   1.98 033   2.57  054    2.10
2024-06-18 038 0338 Tri-State (ME, NH & VT) - Pick 4 Evening  NA 021   2.45 030   2.33  058    2.26
2024-06-18 059 0599 Texas - Daily 4 Night                     NA 019   2.22 031   2.41  047    1.83
2024-06-18 169 1699 Oregon - Pick 4 7pm                       35 018   2.10 031   2.41  056    2.18
2024-06-18 249 2499 Indiana - Daily 4 Evening                 08 021   2.45 033   2.57  060    2.33
2024-06-18 249 2449 Oregon - Pick 4 1pm                       33 021   2.45 033   2.57  060    2.33
2024-06-18 279 2779 Illinois - Pick 4 Evening                 03 020   2.33 025   1.94  043    1.67
2024-06-18 567 5567 Massachusetts - Numbers Game Midday       53 019   2.22 028   2.18  043    1.67
2024-06-18 579 5779 Tennessee - Cash 4 Morning                09 018   2.10 026   2.02  039    1.52
2024-06-18 579 5779 Texas - Daily 4 Morning                   50 018   2.10 026   2.02  039    1.52
2024-06-18 689 6889 Georgia - Cash 4 Midday                   29 024   2.80 034   2.64  055    2.14
2024-06-19 012 0012 New Mexico - Pick 4 Day                   NA 023   2.68 030   2.33  049    1.91
2024-06-19 016 0166 Delaware - Play 4 Day                     NA 025   2.92 031   2.41  055    2.14
2024-06-19 024 0024 Connecticut - Play 4 Night                NA 015   1.75 024   1.87  052    2.02
2024-06-19 038 0038 Washington, D.C. - DC-4 1:50pm            NA 021   2.45 030   2.33  058    2.26
2024-06-19 046 0046 Pennsylvania - Pick 4 Day                 NA 018   2.10 023   1.79  048    1.87
2024-06-19 135 1335 North Carolina - Pick 4 Daytime           44 023   2.68 030   2.33  051    1.98
2024-06-19 145 1145 Oregon - Pick 4 4pm                       32 014   1.63 026   2.02  049    1.91
2024-06-19 149 1149 Illinois - Pick 4 Midday                  33 018   2.10 025   1.94  043    1.67
2024-06-19 168 1168 Massachusetts - Numbers Game Evening      27 018   2.10 024   1.87  042    1.63
2024-06-19 168 1168 West Virginia - Daily 4                   15 018   2.10 024   1.87  042    1.63
2024-06-19 169 1669 Washington, D.C. - DC-4 11:30pm           33 018   2.10 031   2.41  056    2.18
2024-06-19 236 2336 Georgia - Cash 4 Night                    15 018   2.10 029   2.26  047    1.83
2024-06-19 357 3357 Illinois - Pick 4 Evening                 41 020   2.33 030   2.33  059    2.29
2024-06-19 357 3557 Indiana - Daily 4 Midday                  24 020   2.33 030   2.33  059    2.29
2024-06-19 378 3778 Oregon - Pick 4 7pm                       09 020   2.33 027   2.10  060    2.33
2024-06-19 489 4899 Ontario - Pick 4 Evening                  23 019   2.22 029   2.26  054    2.10
2024-06-19 789 7889 Tennessee - Cash 4 Evening                05 021   2.45 031   2.41  061    2.37
2024-06-20 018 0118 Mississippi - Cash 4 Evening              NA 023   2.68 034   2.64  061    2.37
2024-06-20 025 0255 Michigan - Daily 4 Midday                 NA 019   2.22 025   1.94  049    1.91
2024-06-20 027 0227 Iowa - Pick 4 Evening                     NA 020   2.33 029   2.26  051    1.98
2024-06-20 048 0448 Washington, D.C. - DC-4 1:50pm            NA 021   2.45 031   2.41  059    2.29
2024-06-20 078 0078 Michigan - Daily 4 Evening                NA 018   2.10 024   1.87  038    1.48
2024-06-20 239 2339 Puerto Rico - Pega 4 Día                  13 014   1.63 023   1.79  052    2.02
2024-06-20 245 2245 Georgia - Cash 4 Night                    63 013   1.52 031   2.41  052    2.02
2024-06-20 246 2446 Wisconsin - Pick 4 Midday                 16 021   2.45 027   2.10  050    1.94
2024-06-20 345 3445 Kentucky - Pick 4 Evening                 03 019   2.22 028   2.18  051    1.98
2024-06-20 357 3357 Louisiana - Pick 4                        40 020   2.33 030   2.33  059    2.29
2024-06-20 359 3599 Arkansas - Cash 4 Evening                 06 027   3.15 036   2.80  059    2.29
2024-06-20 359 3359 Georgia - Cash 4 Midday                   11 027   3.15 036   2.80  059    2.29
2024-06-20 378 3778 Tennessee - Cash 4 Midday                 51 020   2.33 027   2.10  060    2.33
2024-06-21 017 0117 New York - Win 4 Evening                  NA 018   2.10 027   2.10  046    1.79
2024-06-21 023 0223 New Jersey - Pick 4 Evening               NA 013   1.52 023   1.79  052    2.02
2024-06-21 046 0446 Missouri - Pick 4 Midday                  NA 018   2.10 023   1.79  048    1.87
2024-06-21 046 0466 New Mexico - Pick 4 Day                   NA 018   2.10 023   1.79  048    1.87
2024-06-21 048 0488 Louisiana - Pick 4                        NA 021   2.45 031   2.41  059    2.29
2024-06-21 067 0667 Washington, D.C. - DC-4 7:50pm            NA 019   2.22 027   2.10  050    1.94
2024-06-21 146 1146 Ohio - Pick 4 Evening                     21 018   2.10 025   1.94  055    2.14
2024-06-21 167 1167 Idaho - Pick 4 Night                      31 020   2.33 029   2.26  053    2.06
2024-06-21 169 1699 Texas - Daily 4 Evening                   19 018   2.10 031   2.41  056    2.18
2024-06-21 179 1179 Ohio - Pick 4 Midday                      08 016   1.87 025   1.94  053    2.06
2024-06-21 249 2249 Texas - Daily 4 Day                       30 021   2.45 033   2.57  060    2.33
2024-06-21 257 2557 Georgia - Cash 4 Night                    31 012   1.40 021   1.63  052    2.02
2024-06-21 257 2257 Western Canada - Pick 4                   43 012   1.40 021   1.63  052    2.02
2024-06-21 258 2258 Tri-State (ME, NH & VT) - Pick 4 Day      52 020   2.33 032   2.49  052    2.02
2024-06-21 279 2799 South Carolina - Pick 4 Evening           01 020   2.33 025   1.94  043    1.67
2024-06-21 357 3357 Oregon - Pick 4 1pm                       15 020   2.33 030   2.33  059    2.29
2024-06-21 389 3899 Puerto Rico - Pega 4 Día                  73 019   2.22 031   2.41  057    2.22
2024-06-21 459 4459 Tennessee - Cash 4 Evening                08 017   1.98 024   1.87  056    2.18
2024-06-21 489 4899 Tri-State (ME, NH & VT) - Pick 4 Evening  21 019   2.22 029   2.26  054    2.10
2024-06-22 018 0118 Illinois - Pick 4 Evening                 NA 023   2.68 034   2.64  061    2.37
2024-06-22 023 0233 Indiana - Daily 4 Evening                 NA 013   1.52 023   1.79  052    2.02
2024-06-22 025 0025 Texas - Daily 4 Evening                   NA 019   2.22 025   1.94  049    1.91
2024-06-22 027 0027 Tri-State (ME, NH & VT) - Pick 4 Evening  NA 020   2.33 029   2.26  051    1.98
2024-06-22 029 0029 Massachusetts - Numbers Game Evening      NA 019   2.22 030   2.33  053    2.06
2024-06-22 029 0029 Ohio - Pick 4 Evening                     NA 019   2.22 030   2.33  053    2.06
2024-06-22 046 0046 Ontario - Pick 4 Midday                   NA 018   2.10 023   1.79  048    1.87
2024-06-22 135 1135 Oregon - Pick 4 10pm                      25 023   2.68 030   2.33  051    1.98
2024-06-22 257 2557 Washington, D.C. - DC-4 11:30pm           02 012   1.40 021   1.63  052    2.02
2024-06-22 357 3557 Western Canada - Pick 4                   35 020   2.33 030   2.33  059    2.29
2024-06-22 359 3559 Texas - Daily 4 Night                     69 027   3.15 036   2.80  059    2.29
2024-06-22 459 4599 Rhode Island - Numbers Game Midday        64 017   1.98 024   1.87  056    2.18
2024-06-22 679 6779 Illinois - Pick 4 Midday                  07 017   1.98 031   2.41  046    1.79
2024-06-22 689 6889 Missouri - Pick 4 Midday                  21 024   2.80 034   2.64  055    2.14
2024-06-22 789 7899 Missouri - Pick 4 Evening                 07 021   2.45 031   2.41  061    2.37
2024-06-23 024 0224 Georgia - Cash 4 Night                    NA 015   1.75 024   1.87  052    2.02
2024-06-23 028 0028 Indiana - Daily 4 Evening                 NA 017   1.98 033   2.57  054    2.10
2024-06-23 129 1299 New Mexico - Pick 4 Evening               04 025   2.92 029   2.26  045    1.75
2024-06-23 135 1335 Wisconsin - Pick 4 Evening                02 023   2.68 030   2.33  051    1.98
2024-06-23 149 1449 Delaware - Play 4 Night                   08 018   2.10 025   1.94  043    1.67
2024-06-23 168 1168 California - Daily 4                      13 018   2.10 024   1.87  042    1.63
2024-06-23 249 2449 New Jersey - Pick 4 Evening               03 021   2.45 033   2.57  060    2.33
2024-06-23 357 3357 Oregon - Pick 4 10pm                      12 020   2.33 030   2.33  059    2.29
2024-06-23 359 3359 Missouri - Pick 4 Evening                 28 027   3.15 036   2.80  059    2.29
2024-06-23 379 3379 Tennessee - Cash 4 Evening                12 019   2.22 031   2.41  053    2.06
2024-06-23 457 4577 Indiana - Daily 4 Midday                  33 024   2.80 035   2.72  054    2.10
2024-06-23 457 4577 South Carolina - Pick 4 Evening           04 024   2.80 035   2.72  054    2.10
2024-06-23 567 5667 Arkansas - Cash 4 Evening                 66 019   2.22 028   2.18  043    1.67
2024-06-23 579 5579 Ontario - Pick 4 Midday                   07 018   2.10 026   2.02  039    1.52
2024-06-23 579 5779 Western Canada - Pick 4                   21 018   2.10 026   2.02  039    1.52
2024-06-23 789 7789 Iowa - Pick 4 Evening                     04 021   2.45 031   2.41  061    2.37
2024-06-24 016 0116 Georgia - Cash 4 Night                    NA 025   2.92 031   2.41  055    2.14
2024-06-24 027 0027 Washington, D.C. - DC-4 7:50pm            NA 020   2.33 029   2.26  051    1.98
2024-06-24 038 0388 North Carolina - Pick 4 Daytime           NA 021   2.45 030   2.33  058    2.26
2024-06-24 169 1169 Kentucky - Pick 4 Evening                 23 018   2.10 031   2.41  056    2.18
2024-06-24 236 2236 Connecticut - Play 4 Day                  66 018   2.10 029   2.26  047    1.83
2024-06-24 238 2238 North Carolina - Pick 4 Evening           46 019   2.22 030   2.33  047    1.83
2024-06-24 239 2399 Virginia - Pick 4 Night                   41 014   1.63 023   1.79  052    2.02
2024-06-24 489 4899 Iowa - Pick 4 Evening                     15 019   2.22 029   2.26  054    2.10
2024-06-24 489 4889 Texas - Daily 4 Day                       74 019   2.22 029   2.26  054    2.10
2024-06-24 679 6799 Tri-State (ME, NH & VT) - Pick 4 Evening  51 017   1.98 031   2.41  046    1.79
2024-06-25 017 0117 Georgia - Cash 4 Night                    NA 018   2.10 027   2.10  046    1.79
2024-06-25 027 0027 Michigan - Daily 4 Midday                 NA 020   2.33 029   2.26  051    1.98
2024-06-25 038 0338 Mississippi - Cash 4 Midday               NA 021   2.45 030   2.33  058    2.26
2024-06-25 038 0338 South Carolina - Pick 4 Midday            NA 021   2.45 030   2.33  058    2.26
2024-06-25 145 1445 Québec - Quotidienne 4                    57 014   1.63 026   2.02  049    1.91
2024-06-25 146 1466 Iowa - Pick 4 Midday                      29 018   2.10 025   1.94  055    2.14
2024-06-25 149 1149 Puerto Rico - Pega 4 Noche                28 018   2.10 025   1.94  043    1.67
2024-06-25 258 2258 Florida - Pick 4 Midday                   18 020   2.33 032   2.49  052    2.02
2024-06-25 357 3557 Iowa - Pick 4 Evening                     06 020   2.33 030   2.33  059    2.29
2024-06-25 359 3359 Atlantic Canada - Lotto 4                 18 027   3.15 036   2.80  059    2.29
2024-06-25 359 3559 Tri-State (ME, NH & VT) - Pick 4 Evening  37 027   3.15 036   2.80  059    2.29
2024-06-25 389 3389 Mississippi - Cash 4 Evening              11 019   2.22 031   2.41  057    2.22
2024-06-25 567 5567 Idaho - Pick 4 Day                        01 019   2.22 028   2.18  043    1.67
2024-06-25 689 6899 Illinois - Pick 4 Evening                 19 024   2.80 034   2.64  055    2.14
2024-06-26 018 0188 Tri-State (ME, NH & VT) - Pick 4 Evening  NA 023   2.68 034   2.64  061    2.37
2024-06-26 056 0556 Indiana - Daily 4 Evening                 NA 016   1.87 024   1.87  052    2.02
2024-06-26 059 0059 Texas - Daily 4 Day                       NA 019   2.22 031   2.41  047    1.83
2024-06-26 068 0688 Oregon - Pick 4 1pm                       NA 023   2.68 037   2.88  057    2.22
2024-06-26 068 0688 Virginia - Pick 4 Night                   NA 023   2.68 037   2.88  057    2.22
2024-06-26 145 1145 Wisconsin - Pick 4 Midday                 06 014   1.63 026   2.02  049    1.91
2024-06-26 146 1466 New Jersey - Pick 4 Evening               04 018   2.10 025   1.94  055    2.14
2024-06-26 149 1449 Wisconsin - Pick 4 Evening                40 018   2.10 025   1.94  043    1.67
2024-06-26 168 1688 Oregon - Pick 4 7pm                       24 018   2.10 024   1.87  042    1.63
2024-06-26 169 1699 Tennessee - Cash 4 Midday                 03 018   2.10 031   2.41  056    2.18
2024-06-26 345 3345 Kentucky - Pick 4 Midday                  20 019   2.22 028   2.18  051    1.98
2024-06-26 357 3557 Puerto Rico - Pega 4 Noche                38 020   2.33 030   2.33  059    2.29
2024-06-26 359 3599 Michigan - Daily 4 Evening                68 027   3.15 036   2.80  059    2.29
2024-06-26 379 3799 New Mexico - Pick 4 Evening               37 019   2.22 031   2.41  053    2.06
2024-06-26 579 5799 Massachusetts - Numbers Game Midday       77 018   2.10 026   2.02  039    1.52
2024-06-26 589 5589 Illinois - Pick 4 Evening                 19 014   1.63 026   2.02  054    2.10
2024-06-26 679 6779 Missouri - Pick 4 Evening                 23 017   1.98 031   2.41  046    1.79
2024-06-26 689 6889 Kentucky - Pick 4 Evening                 19 024   2.80 034   2.64  055    2.14
2024-06-27 028 0288 Ohio - Pick 4 Midday                      NA 017   1.98 033   2.57  054    2.10
2024-06-27 029 0229 Missouri - Pick 4 Midday                  NA 019   2.22 030   2.33  053    2.06
2024-06-27 046 0466 Idaho - Pick 4 Day                        NA 018   2.10 023   1.79  048    1.87
2024-06-27 046 0466 Indiana - Daily 4 Evening                 NA 018   2.10 023   1.79  048    1.87
2024-06-27 068 0668 Missouri - Pick 4 Evening                 NA 023   2.68 037   2.88  057    2.22
2024-06-27 068 0688 Ontario - Pick 4 Midday                   NA 023   2.68 037   2.88  057    2.22
2024-06-27 129 1129 Virginia - Pick 4 Day                     57 025   2.92 029   2.26  045    1.75
2024-06-27 146 1146 North Carolina - Pick 4 Daytime           07 018   2.10 025   1.94  055    2.14
2024-06-27 167 1677 Puerto Rico - Pega 4 Día                  03 020   2.33 029   2.26  053    2.06
2024-06-27 236 2236 Delaware - Play 4 Night                   55 018   2.10 029   2.26  047    1.83
2024-06-27 236 2336 Texas - Daily 4 Day                       25 018   2.10 029   2.26  047    1.83
2024-06-27 249 2249 Connecticut - Play 4 Night                01 021   2.45 033   2.57  060    2.33
2024-06-27 345 3445 Mississippi - Cash 4 Evening              40 019   2.22 028   2.18  051    1.98
2024-06-27 345 3345 New Jersey - Pick 4 Midday                30 019   2.22 028   2.18  051    1.98
2024-06-27 689 6889 Western Canada - Pick 4                   02 024   2.80 034   2.64  055    2.14
2024-06-28 013 0013 New Mexico - Pick 4 Day                   NA 019   2.22 026   2.02  050    1.94
2024-06-28 025 0025 Puerto Rico - Pega 4 Noche                NA 019   2.22 025   1.94  049    1.91
2024-06-28 027 0277 Indiana - Daily 4 Evening                 NA 020   2.33 029   2.26  051    1.98
2024-06-28 027 0277 South Carolina - Pick 4 Evening           NA 020   2.33 029   2.26  051    1.98
2024-06-28 038 0038 Wisconsin - Pick 4 Evening                NA 021   2.45 030   2.33  058    2.26
2024-06-28 059 0559 Tri-State (ME, NH & VT) - Pick 4 Evening  NA 019   2.22 031   2.41  047    1.83
2024-06-28 078 0778 Québec - Quotidienne 4                    NA 018   2.10 024   1.87  038    1.48
2024-06-28 167 1677 Iowa - Pick 4 Midday                      05 020   2.33 029   2.26  053    2.06
2024-06-28 167 1167 Kentucky - Pick 4 Midday                  15 020   2.33 029   2.26  053    2.06
2024-06-28 169 1169 Tennessee - Cash 4 Midday                 03 018   2.10 031   2.41  056    2.18
2024-06-28 236 2336 Arkansas - Cash 4 Midday                  27 018   2.10 029   2.26  047    1.83
2024-06-28 236 2336 Georgia - Cash 4 Night                    15 018   2.10 029   2.26  047    1.83
2024-06-28 345 3445 Virginia - Pick 4 Day                     57 019   2.22 028   2.18  051    1.98
2024-06-28 357 3357 Iowa - Pick 4 Evening                     06 020   2.33 030   2.33  059    2.29
2024-06-28 389 3899 Mississippi - Cash 4 Evening              11 019   2.22 031   2.41  057    2.22
2024-06-28 459 4459 Ontario - Pick 4 Midday                   35 017   1.98 024   1.87  056    2.18
2024-06-29 012 0122 Tennessee - Cash 4 Evening                NA 023   2.68 030   2.33  049    1.91
2024-06-29 038 0388 Kentucky - Pick 4 Midday                  NA 021   2.45 030   2.33  058    2.26
2024-06-29 048 0048 Québec - Quotidienne 4                    NA 021   2.45 031   2.41  059    2.29
2024-06-29 059 0599 Florida - Pick 4 Midday                   NA 019   2.22 031   2.41  047    1.83
2024-06-29 059 0599 Washington, D.C. - DC-4 1:50pm            NA 019   2.22 031   2.41  047    1.83
2024-06-29 279 2779 Delaware - Play 4 Night                   39 020   2.33 025   1.94  043    1.67
2024-06-29 357 3357 Florida - Pick 4 Evening                  55 020   2.33 030   2.33  059    2.29
2024-06-29 359 3559 Arkansas - Cash 4 Evening                 06 027   3.15 036   2.80  059    2.29
2024-06-29 359 3599 Ohio - Pick 4 Evening                     40 027   3.15 036   2.80  059    2.29
2024-06-29 378 3378 Louisiana - Pick 4                        26 020   2.33 027   2.10  060    2.33
2024-06-29 389 3899 Tennessee - Cash 4 Morning                35 019   2.22 031   2.41  057    2.22
2024-06-29 589 5889 Oregon - Pick 4 4pm                       09 014   1.63 026   2.02  054    2.10
2024-06-29 589 5899 Puerto Rico - Pega 4 Noche                28 014   1.63 026   2.02  054    2.10
2024-06-30 017 0177 North Carolina - Pick 4 Evening           NA 018   2.10 027   2.10  046    1.79
2024-06-30 025 0225 Indiana - Daily 4 Evening                 NA 019   2.22 025   1.94  049    1.91
2024-06-30 029 0299 Wisconsin - Pick 4 Midday                 NA 019   2.22 030   2.33  053    2.06
2024-06-30 059 0059 Wisconsin - Pick 4 Evening                NA 019   2.22 031   2.41  047    1.83
2024-06-30 068 0688 Missouri - Pick 4 Midday                  NA 023   2.68 037   2.88  057    2.22
2024-06-30 129 1129 Western Canada - Pick 4                   02 025   2.92 029   2.26  045    1.75
2024-06-30 149 1499 Georgia - Cash 4 Midday                   16 018   2.10 025   1.94  043    1.67
2024-06-30 168 1668 Pennsylvania - Pick 4 Evening             12 018   2.10 024   1.87  042    1.63
2024-06-30 239 2239 Delaware - Play 4 Day                     16 014   1.63 023   1.79  052    2.02
2024-06-30 239 2239 Ohio - Pick 4 Evening                     07 014   1.63 023   1.79  052    2.02
2024-06-30 348 3488 Kentucky - Pick 4 Evening                 31 015   1.75 026   2.02  038    1.48
2024-06-30 679 6799 Arkansas - Cash 4 Evening                 30 017   1.98 031   2.41  046    1.79
2024-07-01 012 0012 Delaware - Play 4 Night                   NA 023   2.68 030   2.33  049    1.91
2024-07-01 016 0016 California - Daily 4                      NA 025   2.92 031   2.41  055    2.14
2024-07-01 017 0177 New York - Win 4 Evening                  NA 018   2.10 027   2.10  046    1.79
2024-07-01 019 0199 Idaho - Pick 4 Day                        NA 018   2.10 023   1.79  054    2.10
2024-07-01 019 0119 Indiana - Daily 4 Midday                  NA 018   2.10 023   1.79  054    2.10
2024-07-01 025 0025 Washington, D.C. - DC-4 7:50pm            NA 019   2.22 025   1.94  049    1.91
2024-07-01 048 0448 Iowa - Pick 4 Midday                      NA 021   2.45 031   2.41  059    2.29
2024-07-01 056 0056 Georgia - Cash 4 Night                    NA 016   1.87 024   1.87  052    2.02
2024-07-01 149 1499 Texas - Daily 4 Evening                   13 018   2.10 025   1.94  043    1.67
2024-07-01 249 2499 Ohio - Pick 4 Midday                      21 021   2.45 033   2.57  060    2.33
2024-07-01 378 3788 Kentucky - Pick 4 Midday                  76 020   2.33 027   2.10  060    2.33
2024-07-01 389 3389 Georgia - Cash 4 Evening                  16 019   2.22 031   2.41  057    2.22
2024-07-01 389 3889 Illinois - Pick 4 Evening                 55 019   2.22 031   2.41  057    2.22
2024-07-02 012 0122 Indiana - Daily 4 Midday                  NA 023   2.68 030   2.33  049    1.91
2024-07-02 024 0244 Missouri - Pick 4 Midday                  NA 015   1.75 024   1.87  052    2.02
2024-07-02 028 0288 Mississippi - Cash 4 Midday               NA 017   1.98 033   2.57  054    2.10
2024-07-02 029 0299 Iowa - Pick 4 Midday                      NA 019   2.22 030   2.33  053    2.06
2024-07-02 046 0046 Delaware - Play 4 Day                     NA 018   2.10 023   1.79  048    1.87
2024-07-02 169 1699 Illinois - Pick 4 Evening                 23 018   2.10 031   2.41  056    2.18
2024-07-02 249 2499 Rhode Island - Numbers Game Midday        35 021   2.45 033   2.57  060    2.33
2024-07-02 345 3345 Georgia - Cash 4 Midday                   17 019   2.22 028   2.18  051    1.98
2024-07-02 348 3488 Texas - Daily 4 Morning                   30 015   1.75 026   2.02  038    1.48
2024-07-02 456 4566 Oregon - Pick 4 1pm                       11 022   2.57 030   2.33  052    2.02
2024-07-02 567 5677 Tennessee - Cash 4 Morning                08 019   2.22 028   2.18  043    1.67
2024-07-02 589 5889 Ohio - Pick 4 Midday                      04 014   1.63 026   2.02  054    2.10
2024-07-02 689 6689 Tennessee - Cash 4 Midday                 10 024   2.80 034   2.64  055    2.14
2024-07-03 023 0223 Ohio - Pick 4 Midday                      NA 013   1.52 023   1.79  052    2.02
2024-07-03 023 0233 Tennessee - Cash 4 Evening                NA 013   1.52 023   1.79  052    2.02
2024-07-03 029 0229 Missouri - Pick 4 Midday                  NA 019   2.22 030   2.33  053    2.06
2024-07-03 059 0559 Texas - Daily 4 Day                       NA 019   2.22 031   2.41  047    1.83
2024-07-03 078 0078 Puerto Rico - Pega 4 Día                  NA 018   2.10 024   1.87  038    1.48
2024-07-03 129 1229 New Mexico - Pick 4 Evening               04 025   2.92 029   2.26  045    1.75
2024-07-03 149 1499 Tri-State (ME, NH & VT) - Pick 4 Evening  22 018   2.10 025   1.94  043    1.67
2024-07-03 167 1167 New Jersey - Pick 4 Midday                75 020   2.33 029   2.26  053    2.06
2024-07-03 249 2249 Connecticut - Play 4 Night                01 021   2.45 033   2.57  060    2.33
2024-07-03 567 5567 Iowa - Pick 4 Evening                     57 019   2.22 028   2.18  043    1.67
2024-07-03 579 5779 Atlantic Canada - Lotto 4                 21 018   2.10 026   2.02  039    1.52
2024-07-03 679 6679 Massachusetts - Numbers Game Midday       25 017   1.98 031   2.41  046    1.79
2024-07-03 689 6689 Delaware - Play 4 Day                     03 024   2.80 034   2.64  055    2.14
2024-07-04 013 0133 Massachusetts - Numbers Game Midday       NA 019   2.22 026   2.02  050    1.94
2024-07-04 016 0016 Kentucky - Pick 4 Midday                  NA 025   2.92 031   2.41  055    2.14
2024-07-04 016 0016 Washington, D.C. - DC-4 1:50pm            NA 025   2.92 031   2.41  055    2.14
2024-07-04 018 0118 New York - Win 4 Evening                  NA 023   2.68 034   2.64  061    2.37
2024-07-04 028 0288 Texas - Daily 4 Day                       NA 017   1.98 033   2.57  054    2.10
2024-07-04 059 0559 Delaware - Play 4 Night                   NA 019   2.22 031   2.41  047    1.83
2024-07-04 078 0078 California - Daily 4                      NA 018   2.10 024   1.87  038    1.48
2024-07-04 129 1129 Texas - Daily 4 Evening                   15 025   2.92 029   2.26  045    1.75
2024-07-04 167 1667 Delaware - Play 4 Day                     33 020   2.33 029   2.26  053    2.06
2024-07-04 167 1677 New Jersey - Pick 4 Evening               17 020   2.33 029   2.26  053    2.06
